epoch,acc,loss,lr,val_acc,val_loss
0,0.6041666666666666,12.781628926595053,0.001,0.4722222222222222,20.158505969577366
1,0.6607142814568111,12.259753090994698,0.001,0.5277777777777778,19.146653917100693
2,0.6979166666666666,12.000876108805338,0.001,0.4722222222222222,19.895404391818577
3,0.75,11.814074064555921,0.001,0.4722222222222222,19.7203614976671
4,0.7499999968629134,11.597244363082083,0.001,0.4722222222222222,17.99849976433648
5,0.75,11.339998596592954,0.001,0.4722222189108531,15.254924774169922
6,0.8333333333333334,11.066768328348795,0.001,0.5,13.411632431877983
7,0.9210526347160339,10.757574533161364,0.001,0.5277777777777778,13.598064422607422
8,0.8947368452423498,10.510940953304893,0.001,0.5,14.787385092841255
9,0.9342105263157895,10.271523726613898,0.001,0.4999999900658925,13.539488792419434
10,0.881578947368421,10.05661432366622,0.001,0.4722222189108531,13.956982294718424
11,0.8958333333333334,9.743877410888672,0.001,0.4722222222222222,15.736272176106771
12,0.9583333333333334,9.471429189046225,0.001,0.4722222222222222,14.00340822007921
13,0.9464285671710968,9.26060778754098,0.0003162278,0.4722222189108531,13.142897288004557
14,0.9583333333333334,9.181633313496908,0.0003162278,0.4722222222222222,12.121050198872885
15,0.9342105294528761,9.14861121930574,0.0003162278,0.4722222189108531,11.281355222066244
16,0.9605263157894737,9.022466659545898,0.0003162278,0.5833333333333334,9.955432891845703
17,0.9375,8.966930707295736,0.0003162278,0.5555555555555556,9.902333365546333
18,0.9342105294528761,8.870789377312912,0.0003162278,0.5555555555555556,9.593761232164171
19,0.9605263189265603,8.779905068246942,0.0003162278,0.6111111044883728,9.430428187052408
20,0.9583333333333334,8.709455490112305,0.0003162278,0.5277777777777778,9.53803645239936
21,0.9210526347160339,8.652925039592542,0.0003162278,0.4722222222222222,9.889919916788736
22,0.9285714370863778,8.589981010981969,0.0003162278,0.4722222189108531,10.471092224121094
23,0.9895833333333334,8.402471224466959,0.0003162278,0.4722222222222222,11.490104039510092
24,0.9342105263157895,8.406350487156919,0.0003162278,0.4722222222222222,13.595936669243706
25,0.9342105294528761,8.329445788734837,0.0003162278,0.4722222222222222,12.991588592529297
26,0.96875,8.232531547546387,0.000100000005,0.4722222222222222,12.118282000223795
27,0.9078947399791918,8.24572693674188,0.000100000005,0.4722222222222222,10.99147277408176
28,0.9791666666666666,8.169276555379232,0.000100000005,0.4722222222222222,10.048921161227756
29,0.9210526284418608,8.22654558482923,0.000100000005,0.5277777777777778,9.250710275438097
30,0.9868421052631579,8.084603711178428,0.000100000005,0.6111111111111112,8.857081519232857
31,0.9473684210526315,8.080589419917056,0.000100000005,0.6666666666666666,8.581857363382975
32,0.9736842105263158,8.034951260215358,0.000100000005,0.6944444444444444,8.391269789801704
33,0.9791666666666666,7.986408392588298,0.000100000005,0.8611111111111112,8.239246474372017
34,0.9736842105263158,7.978381257308157,0.000100000005,0.9166666666666666,8.11511516571045
35,0.9868421052631579,7.949309198479903,0.000100000005,0.9444444444444444,8.029763963487413
36,0.9791666666666666,7.909400939941406,0.000100000005,0.9722222222222222,7.979811668395996
37,0.9736842136634024,7.900343794571726,0.000100000005,0.9444444444444444,7.955036057366265
38,0.9736842105263158,7.872103339747379,0.000100000005,0.9444444444444444,7.947996139526367
39,0.9605263189265603,7.876858962209601,0.000100000005,0.9722222222222222,7.871169143252903
40,0.9270833333333334,7.930706977844238,0.000100000005,0.9722222222222222,7.820139620039198
41,0.9107142814568111,7.857237645557949,0.000100000005,0.944444457689921,7.8291018803914385
42,0.96875,7.788349946339925,0.000100000005,0.9444444444444444,7.840096102820502
43,0.9605263157894737,7.775591222863448,0.000100000005,0.944444457689921,7.789478619893392
44,0.9868421052631579,7.708760186245567,0.000100000005,0.9444444444444444,7.7305492295159235
45,0.96875,7.678308804829915,0.000100000005,0.9722222222222222,7.674120214250353
46,0.9473684241897181,7.696743663988616,0.000100000005,0.9722222222222222,7.644696235656738
47,0.9342105231787029,7.747311441521895,0.000100000005,0.9722222222222222,7.6326709853278265
48,0.9868421084002444,7.575649939085308,0.000100000005,0.9722222222222222,7.633043607076009
49,0.9342105294528761,7.610000058224327,0.000100000005,0.9722222222222222,7.641217337714301
50,0.9791666666666666,7.546832879384358,0.000100000005,0.8888888888888888,7.663786146375868
51,0.9473684210526315,7.552221298217773,0.000100000005,0.8888888888888888,7.705187214745416
52,0.96875,7.487326780954997,0.000100000005,0.8888888888888888,7.73546224170261
53,0.9736842073892292,7.5025305246051985,0.000100000005,0.8611111111111112,7.736821439531115
54,0.9342105263157895,7.506578997561806,3.1622778e-05,0.8888888888888888,7.7094466421339245
55,1.0,7.396963922600997,3.1622778e-05,0.8888888888888888,7.667874919043647
56,0.96875,7.431100050608317,3.1622778e-05,0.9166666666666666,7.612870057423909
57,0.9464285756860461,7.413186652319772,3.1622778e-05,0.9166666666666666,7.560205300649007
58,0.9791666666666666,7.411899884541829,3.1622778e-05,0.9444444444444444,7.529891279008654
59,0.9868421084002444,7.39662336048327,3.1622778e-05,0.9444444444444444,7.492035706837972
60,0.9868421052631579,7.368417087354158,3.1622778e-05,0.9722222288449606,7.455104827880859
61,0.96875,7.388795057932536,3.1622778e-05,0.9722222222222222,7.427572197384304
62,0.9605263157894737,7.382242303145559,3.1622778e-05,0.9722222222222222,7.409571859571669
63,0.9605263189265603,7.3939384410255835,3.1622778e-05,0.9722222222222222,7.400653839111328
64,0.9583333333333334,7.3703610102335615,3.1622778e-05,0.9722222222222222,7.394465817345513
65,0.9642857142857143,7.35120643888201,3.1622778e-05,0.9722222222222222,7.389554447597927
66,0.9791666666666666,7.313726584116618,3.1622778e-05,0.9722222222222222,7.3875100877549915
67,0.9736842105263158,7.317433407432155,3.1622778e-05,0.9722222288449606,7.385350068410237
68,0.9473684210526315,7.376818958081697,3.1622778e-05,0.9722222222222222,7.382881164550781
69,0.9736842105263158,7.307936944459614,3.1622778e-05,0.9444444444444444,7.385447237226698
70,0.9605263157894737,7.3130849537096525,3.1622778e-05,0.944444457689921,7.390166282653809
71,0.9583333333333334,7.312424341837565,3.1622778e-05,0.9444444444444444,7.395218107435438
72,0.9868421052631579,7.248735653726678,3.1622778e-05,0.9444444444444444,7.405901061164008
73,0.9895833333333334,7.257156689961751,3.1622778e-05,0.9444444444444444,7.408669312795003
74,0.9868421052631579,7.243067063783345,3.1622778e-05,0.9444444444444444,7.40759637620714
